0,402,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,94,0,0,7,47,0,0,0,119,0,643,0,0,0,55,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,2,0
0,0,0,0,0,519,0,1965,0,0,0,12,0,0,0,0,0,91,64,0,3,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,627,0,0,0,3,0,91,0,14,0,794,0,0,32,61,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25,0,0,0,162,0,0,0,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,789,11,0,0,0,0,0,0,513,0,91,0,0,1178,69,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,60,0,0,0,1,0
134,0,0,0,0,0,886,151,0,0,0,0,0,878,0,0,0,73,0,7,0,0,0,0,2525,0,39,0,0,0,0,0,0,0,35,0,0,0,0,0
0,0,0,0,0,241,0,0,0,0,0,0,0,130,0,0,0,3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
0,0,0,0,0,0,0,0,0,182,0,0,0,172,0,0,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
0,0,0,0,0,0,0,19,0,0,0,0,0,0,4,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,55,0,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,3,0
0,0,2,0,5,59,0,10,0,0,0,0,0,0,0,164,0,269,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,101,3,0,0,0,0,0
0,0,0,681,0,108,0,0,0,650,5,0,0,0,0,27,0,90,0,0,15,0,0,64,447,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0
0,0,0,15,0,0,0,0,0,11,0,0,0,0,0,55,0,50,0,0,272,0,10,330,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,117,0,50,126,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,4,0,0,0,0,0,0,0,0,0,0,1363,0,0,530,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
